77, -1, 433.00, 310.00, 75.00, 106.00, 0.66, -1, -1, -1
78, -1, 348.00, 231.00, 61.00, 62.00, 0.52, -1, -1, -1
78, -1, 434.00, 315.00, 73.00, 83.00, 0.69, -1, -1, -1
79, -1, 348.00, 231.00, 60.00, 54.00, 0.55, -1, -1, -1
79, -1, 435.00, 300.00, 72.00, 85.00, 0.62, -1, -1, -1
83, -1, 438.00, 271.00, 66.00, 80.00, 0.56, -1, -1, -1
84, -1, 356.00, 209.00, 54.00, 52.00, 0.62, -1, -1, -1
84, -1, 438.00, 277.00, 68.00, 65.00, 0.59, -1, -1, -1
85, -1, 356.00, 207.00, 56.00, 50.00, 0.70, -1, -1, -1
86, -1, 357.00, 206.00, 56.00, 48.00, 0.63, -1, -1, -1
86, -1, 439.00, 258.00, 64.00, 67.00, 0.63, -1, -1, -1
87, -1, 366.00, 199.00, 52.00, 47.00, 0.51, -1, -1, -1
87, -1, 441.00, 254.00, 60.00, 65.00, 0.69, -1, -1, -1
88, -1, 366.00, 196.00, 48.00, 47.00, 0.67, -1, -1, -1
88, -1, 441.00, 257.00, 61.00, 53.00, 0.70, -1, -1, -1
89, -1, 364.00, 193.00, 48.00, 48.00, 0.60, -1, -1, -1
89, -1, 443.00, 242.00, 59.00, 57.00, 0.65, -1, -1, -1
90, -1, 444.00, 240.00, 51.00, 53.00, 0.66, -1, -1, -1
91, -1, 371.00, 186.00, 48.00, 47.00, 0.53, -1, -1, -1
91, -1, 447.00, 235.00, 52.00, 56.00, 0.69, -1, -1, -1
92, -1, 446.00, 236.00, 49.00, 47.00, 0.69, -1, -1, -1
93, -1, 446.00, 237.00, 47.00, 42.00, 0.69, -1, -1, -1
94, -1, 372.00, 182.00, 53.00, 45.00, 0.50, -1, -1, -1
94, -1, 451.00, 219.00, 44.00, 52.00, 0.54, -1, -1, -1
95, -1, 450.00, 218.00, 42.00, 48.00, 0.56, -1, -1, -1
96, -1, 377.00, 173.00, 52.00, 46.00, 0.53, -1, -1, -1
96, -1, 448.00, 214.00, 43.00, 48.00, 0.62, -1, -1, -1
97, -1, 380.00, 173.00, 50.00, 42.00, 0.61, -1, -1, -1
97, -1, 449.00, 212.00, 42.00, 45.00, 0.74, -1, -1, -1
98, -1, 380.00, 171.00, 52.00, 43.00, 0.58, -1, -1, -1
98, -1, 449.00, 211.00, 43.00, 43.00, 0.71, -1, -1, -1
99, -1, 384.00, 169.00, 49.00, 42.00, 0.57, -1, -1, -1
99, -1, 448.00, 200.00, 44.00, 45.00, 0.66, -1, -1, -1
100, -1, 387.00, 168.00, 44.00, 37.00, 0.63, -1, -1, -1
100, -1, 450.00, 199.00, 43.00, 45.00, 0.68, -1, -1, -1
101, -1, 387.00, 166.00, 43.00, 36.00, 0.61, -1, -1, -1
101, -1, 448.00, 196.00, 43.00, 44.00, 0.69, -1, -1, -1
102, -1, 388.00, 164.00, 44.00, 35.00, 0.61, -1, -1, -1
102, -1, 447.00, 195.00, 42.00, 42.00, 0.72, -1, -1, -1
103, -1, 392.00, 162.00, 41.00, 34.00, 0.70, -1, -1, -1
103, -1, 448.00, 194.00, 41.00, 39.00, 0.70, -1, -1, -1
104, -1, 448.00, 192.00, 42.00, 39.00, 0.75, -1, -1, -1
105, -1, 447.00, 190.00, 42.00, 37.00, 0.74, -1, -1, -1
106, -1, 447.00, 189.00, 43.00, 34.00, 0.75, -1, -1, -1
107, -1, 449.00, 188.00, 42.00, 33.00, 0.61, -1, -1, -1
108, -1, 453.00, 192.00, 39.00, 25.00, 0.62, -1, -1, -1
110, -1, 453.00, 171.00, 37.00, 35.00, 0.53, -1, -1, -1
111, -1, 456.00, 175.00, 38.00, 28.00, 0.54, -1, -1, -1
112, -1, 455.00, 172.00, 38.00, 28.00, 0.51, -1, -1, -1
113, -1, 397.00, 144.00, 40.00, 28.00, 0.56, -1, -1, -1
113, -1, 456.00, 171.00, 37.00, 29.00, 0.59, -1, -1, -1
114, -1, 397.00, 144.00, 38.00, 27.00, 0.57, -1, -1, -1
114, -1, 456.00, 168.00, 40.00, 29.00, 0.66, -1, -1, -1
115, -1, 397.00, 142.00, 39.00, 27.00, 0.54, -1, -1, -1
115, -1, 456.00, 166.00, 40.00, 30.00, 0.73, -1, -1, -1
116, -1, 397.00, 143.00, 38.00, 25.00, 0.56, -1, -1, -1
116, -1, 456.00, 166.00, 40.00, 27.00, 0.72, -1, -1, -1
116, -1, 241.00, 384.00, 103.00, 94.00, 0.64, -1, -1, -1
117, -1, 399.00, 143.00, 34.00, 23.00, 0.57, -1, -1, -1
117, -1, 461.00, 167.00, 32.00, 24.00, 0.64, -1, -1, -1
118, -1, 398.00, 135.00, 34.00, 25.00, 0.51, -1, -1, -1
118, -1, 250.00, 362.00, 113.00, 92.00, 0.53, -1, -1, -1
119, -1, 398.00, 134.00, 35.00, 25.00, 0.51, -1, -1, -1
119, -1, 457.00, 156.00, 34.00, 27.00, 0.56, -1, -1, -1
119, -1, 270.00, 346.00, 93.00, 95.00, 0.51, -1, -1, -1
120, -1, 457.00, 155.00, 34.00, 26.00, 0.59, -1, -1, -1
120, -1, 274.00, 339.00, 92.00, 86.00, 0.74, -1, -1, -1
121, -1, 455.00, 151.00, 36.00, 27.00, 0.59, -1, -1, -1
121, -1, 280.00, 326.00, 88.00, 87.00, 0.68, -1, -1, -1
122, -1, 456.00, 149.00, 36.00, 27.00, 0.55, -1, -1, -1
122, -1, 290.00, 318.00, 88.00, 84.00, 0.76, -1, -1, -1
122, -1, 399.00, 392.00, 92.00, 88.00, 0.63, -1, -1, -1
123, -1, 456.00, 148.00, 35.00, 27.00, 0.56, -1, -1, -1
123, -1, 295.00, 299.00, 82.00, 97.00, 0.57, -1, -1, -1
123, -1, 399.00, 383.00, 95.00, 97.00, 0.76, -1, -1, -1
124, -1, 454.00, 144.00, 38.00, 29.00, 0.63, -1, -1, -1
124, -1, 300.00, 295.00, 77.00, 84.00, 0.64, -1, -1, -1
124, -1, 398.00, 383.00, 106.00, 94.00, 0.72, -1, -1, -1
125, -1, 456.00, 144.00, 35.00, 26.00, 0.63, -1, -1, -1
125, -1, 304.00, 298.00, 73.00, 70.00, 0.71, -1, -1, -1
125, -1, 402.00, 363.00, 94.00, 100.00, 0.74, -1, -1, -1
126, -1, 457.00, 141.00, 33.00, 28.00, 0.64, -1, -1, -1
126, -1, 310.00, 276.00, 69.00, 87.00, 0.63, -1, -1, -1
126, -1, 408.00, 357.00, 88.00, 87.00, 0.67, -1, -1, -1
127, -1, 458.00, 142.00, 31.00, 25.00, 0.61, -1, -1, -1
127, -1, 313.00, 276.00, 67.00, 79.00, 0.71, -1, -1, -1
127, -1, 409.00, 344.00, 92.00, 94.00, 0.72, -1, -1, -1
128, -1, 457.00, 141.00, 32.00, 25.00, 0.62, -1, -1, -1
128, -1, 318.00, 277.00, 67.00, 65.00, 0.73, -1, -1, -1
128, -1, 416.00, 336.00, 86.00, 90.00, 0.80, -1, -1, -1
129, -1, 457.00, 141.00, 32.00, 25.00, 0.67, -1, -1, -1
129, -1, 322.00, 280.00, 66.00, 54.00, 0.75, -1, -1, -1
129, -1, 417.00, 327.00, 82.00, 85.00, 0.80, -1, -1, -1
130, -1, 458.00, 142.00, 30.00, 23.00, 0.61, -1, -1, -1
130, -1, 323.00, 266.00, 71.00, 59.00, 0.73, -1, -1, -1
130, -1, 421.00, 319.00, 80.00, 83.00, 0.84, -1, -1, -1
131, -1, 458.00, 135.00, 33.00, 26.00, 0.56, -1, -1, -1
131, -1, 328.00, 262.00, 67.00, 56.00, 0.75, -1, -1, -1
131, -1, 426.00, 304.00, 71.00, 90.00, 0.76, -1, -1, -1
132, -1, 455.00, 133.00, 35.00, 26.00, 0.60, -1, -1, -1
132, -1, 330.00, 254.00, 69.00, 58.00, 0.75, -1, -1, -1
132, -1, 428.00, 297.00, 68.00, 89.00, 0.82, -1, -1, -1
133, -1, 456.00, 133.00, 33.00, 25.00, 0.60, -1, -1, -1
133, -1, 337.00, 246.00, 64.00, 54.00, 0.63, -1, -1, -1
133, -1, 427.00, 292.00, 70.00, 83.00, 0.84, -1, -1, -1
134, -1, 456.00, 131.00, 31.00, 24.00, 0.62, -1, -1, -1
134, -1, 343.00, 242.00, 59.00, 57.00, 0.67, -1, -1, -1
134, -1, 430.00, 282.00, 64.00, 79.00, 0.68, -1, -1, -1
135, -1, 457.00, 129.00, 31.00, 23.00, 0.59, -1, -1, -1
135, -1, 346.00, 239.00, 59.00, 55.00, 0.71, -1, -1, -1
135, -1, 430.00, 279.00, 64.00, 77.00, 0.75, -1, -1, -1
136, -1, 456.00, 128.00, 30.00, 22.00, 0.58, -1, -1, -1
136, -1, 350.00, 237.00, 54.00, 52.00, 0.59, -1, -1, -1
136, -1, 433.00, 278.00, 63.00, 68.00, 0.77, -1, -1, -1
137, -1, 456.00, 126.00, 29.00, 23.00, 0.58, -1, -1, -1
137, -1, 350.00, 234.00, 60.00, 47.00, 0.68, -1, -1, -1
137, -1, 433.00, 276.00, 63.00, 62.00, 0.77, -1, -1, -1
138, -1, 457.00, 126.00, 26.00, 21.00, 0.54, -1, -1, -1
138, -1, 354.00, 233.00, 54.00, 44.00, 0.69, -1, -1, -1
138, -1, 435.00, 266.00, 59.00, 64.00, 0.67, -1, -1, -1
139, -1, 455.00, 124.00, 28.00, 21.00, 0.55, -1, -1, -1
139, -1, 356.00, 220.00, 52.00, 51.00, 0.61, -1, -1, -1
139, -1, 435.00, 260.00, 60.00, 66.00, 0.77, -1, -1, -1
140, -1, 410.00, 112.00, 32.00, 21.00, 0.53, -1, -1, -1
140, -1, 456.00, 123.00, 29.00, 21.00, 0.59, -1, -1, -1
140, -1, 357.00, 216.00, 51.00, 51.00, 0.70, -1, -1, -1
140, -1, 436.00, 256.00, 58.00, 62.00, 0.73, -1, -1, -1
141, -1, 411.00, 111.00, 32.00, 21.00, 0.50, -1, -1, -1
141, -1, 460.00, 121.00, 25.00, 21.00, 0.57, -1, -1, -1
141, -1, 357.00, 213.00, 52.00, 51.00, 0.69, -1, -1, -1
141, -1, 435.00, 254.00, 60.00, 58.00, 0.84, -1, -1, -1
142, -1, 412.00, 110.00, 30.00, 21.00, 0.53, -1, -1, -1
142, -1, 460.00, 120.00, 25.00, 22.00, 0.61, -1, -1, -1
142, -1, 359.00, 211.00, 50.00, 46.00, 0.70, -1, -1, -1
142, -1, 439.00, 245.00, 54.00, 55.00, 0.75, -1, -1, -1
143, -1, 412.00, 110.00, 30.00, 20.00, 0.52, -1, -1, -1
143, -1, 458.00, 120.00, 27.00, 21.00, 0.65, -1, -1, -1
143, -1, 360.00, 210.00, 51.00, 40.00, 0.75, -1, -1, -1
143, -1, 439.00, 243.00, 55.00, 54.00, 0.79, -1, -1, -1
144, -1, 411.00, 109.00, 31.00, 21.00, 0.52, -1, -1, -1
144, -1, 457.00, 120.00, 27.00, 20.00, 0.61, -1, -1, -1
144, -1, 365.00, 202.00, 46.00, 45.00, 0.74, -1, -1, -1
144, -1, 440.00, 237.00, 52.00, 57.00, 0.81, -1, -1, -1
145, -1, 411.00, 109.00, 31.00, 20.00, 0.50, -1, -1, -1
145, -1, 459.00, 120.00, 26.00, 19.00, 0.57, -1, -1, -1
145, -1, 368.00, 199.00, 48.00, 45.00, 0.69, -1, -1, -1
145, -1, 441.00, 234.00, 50.00, 54.00, 0.79, -1, -1, -1
146, -1, 460.00, 120.00, 24.00, 18.00, 0.57, -1, -1, -1
146, -1, 369.00, 196.00, 49.00, 45.00, 0.70, -1, -1, -1
146, -1, 440.00, 233.00, 53.00, 48.00, 0.81, -1, -1, -1
147, -1, 411.00, 106.00, 31.00, 20.00, 0.52, -1, -1, -1
147, -1, 372.00, 194.00, 47.00, 41.00, 0.64, -1, -1, -1
147, -1, 443.00, 223.00, 49.00, 50.00, 0.73, -1, -1, -1
148, -1, 376.00, 191.00, 48.00, 42.00, 0.60, -1, -1, -1
148, -1, 444.00, 220.00, 49.00, 51.00, 0.80, -1, -1, -1
149, -1, 378.00, 188.00, 48.00, 39.00, 0.60, -1, -1, -1
149, -1, 443.00, 217.00, 48.00, 49.00, 0.81, -1, -1, -1
150, -1, 410.00, 102.00, 32.00, 21.00, 0.51, -1, -1, -1
150, -1, 380.00, 187.00, 47.00, 37.00, 0.68, -1, -1, -1
150, -1, 445.00, 214.00, 44.00, 48.00, 0.82, -1, -1, -1
151, -1, 443.00, 211.00, 48.00, 45.00, 0.82, -1, -1, -1
152, -1, 457.00, 111.00, 25.00, 16.00, 0.51, -1, -1, -1
152, -1, 386.00, 178.00, 43.00, 41.00, 0.54, -1, -1, -1
152, -1, 443.00, 210.00, 47.00, 41.00, 0.83, -1, -1, -1
153, -1, 457.00, 110.00, 26.00, 16.00, 0.51, -1, -1, -1
153, -1, 446.00, 201.00, 47.00, 48.00, 0.80, -1, -1, -1
154, -1, 413.00, 100.00, 30.00, 19.00, 0.51, -1, -1, -1
154, -1, 456.00, 109.00, 25.00, 14.00, 0.51, -1, -1, -1
154, -1, 390.00, 174.00, 42.00, 37.00, 0.63, -1, -1, -1
154, -1, 445.00, 198.00, 46.00, 47.00, 0.80, -1, -1, -1
155, -1, 456.00, 108.00, 25.00, 14.00, 0.53, -1, -1, -1
155, -1, 393.00, 173.00, 41.00, 36.00, 0.66, -1, -1, -1
155, -1, 444.00, 196.00, 47.00, 43.00, 0.79, -1, -1, -1
156, -1, 416.00, 98.00, 29.00, 19.00, 0.50, -1, -1, -1
156, -1, 455.00, 105.00, 26.00, 15.00, 0.58, -1, -1, -1
156, -1, 392.00, 171.00, 42.00, 35.00, 0.62, -1, -1, -1
156, -1, 444.00, 194.00, 45.00, 42.00, 0.78, -1, -1, -1
157, -1, 416.00, 97.00, 29.00, 19.00, 0.53, -1, -1, -1
157, -1, 455.00, 104.00, 25.00, 16.00, 0.57, -1, -1, -1
157, -1, 394.00, 168.00, 39.00, 30.00, 0.65, -1, -1, -1
157, -1, 446.00, 191.00, 44.00, 40.00, 0.77, -1, -1, -1
158, -1, 456.00, 104.00, 24.00, 16.00, 0.57, -1, -1, -1
158, -1, 394.00, 166.00, 37.00, 31.00, 0.62, -1, -1, -1
158, -1, 446.00, 189.00, 45.00, 38.00, 0.77, -1, -1, -1
159, -1, 455.00, 104.00, 25.00, 16.00, 0.57, -1, -1, -1
159, -1, 394.00, 165.00, 39.00, 30.00, 0.66, -1, -1, -1
159, -1, 444.00, 189.00, 47.00, 36.00, 0.77, -1, -1, -1
160, -1, 417.00, 96.00, 27.00, 19.00, 0.50, -1, -1, -1
160, -1, 456.00, 103.00, 24.00, 16.00, 0.56, -1, -1, -1
160, -1, 394.00, 165.00, 41.00, 29.00, 0.69, -1, -1, -1
160, -1, 444.00, 188.00, 46.00, 33.00, 0.82, -1, -1, -1
161, -1, 416.00, 96.00, 28.00, 19.00, 0.51, -1, -1, -1
161, -1, 455.00, 103.00, 26.00, 16.00, 0.58, -1, -1, -1
161, -1, 396.00, 159.00, 37.00, 27.00, 0.59, -1, -1, -1
161, -1, 449.00, 179.00, 45.00, 38.00, 0.74, -1, -1, -1
162, -1, 455.00, 103.00, 25.00, 14.00, 0.55, -1, -1, -1
162, -1, 396.00, 157.00, 40.00, 30.00, 0.62, -1, -1, -1
162, -1, 449.00, 177.00, 44.00, 36.00, 0.66, -1, -1, -1
163, -1, 455.00, 101.00, 24.00, 16.00, 0.57, -1, -1, -1
163, -1, 398.00, 155.00, 37.00, 29.00, 0.60, -1, -1, -1
163, -1, 449.00, 175.00, 43.00, 36.00, 0.57, -1, -1, -1
164, -1, 455.00, 100.00, 24.00, 16.00, 0.58, -1, -1, -1
164, -1, 398.00, 154.00, 39.00, 27.00, 0.59, -1, -1, -1
164, -1, 450.00, 172.00, 40.00, 37.00, 0.61, -1, -1, -1
165, -1, 456.00, 99.00, 22.00, 16.00, 0.56, -1, -1, -1
165, -1, 398.00, 152.00, 39.00, 25.00, 0.57, -1, -1, -1
165, -1, 450.00, 170.00, 41.00, 36.00, 0.59, -1, -1, -1
166, -1, 456.00, 98.00, 23.00, 16.00, 0.61, -1, -1, -1
166, -1, 400.00, 151.00, 35.00, 25.00, 0.63, -1, -1, -1
166, -1, 450.00, 167.00, 41.00, 35.00, 0.61, -1, -1, -1
167, -1, 456.00, 99.00, 23.00, 15.00, 0.59, -1, -1, -1
167, -1, 401.00, 148.00, 34.00, 26.00, 0.63, -1, -1, -1
167, -1, 454.00, 166.00, 40.00, 32.00, 0.62, -1, -1, -1
168, -1, 416.00, 89.00, 27.00, 18.00, 0.54, -1, -1, -1
168, -1, 455.00, 98.00, 24.00, 16.00, 0.60, -1, -1, -1
168, -1, 401.00, 146.00, 35.00, 26.00, 0.66, -1, -1, -1
168, -1, 453.00, 164.00, 41.00, 33.00, 0.71, -1, -1, -1
169, -1, 417.00, 89.00, 28.00, 17.00, 0.55, -1, -1, -1
169, -1, 456.00, 100.00, 22.00, 14.00, 0.57, -1, -1, -1
169, -1, 401.00, 144.00, 36.00, 27.00, 0.73, -1, -1, -1
169, -1, 452.00, 164.00, 43.00, 31.00, 0.74, -1, -1, -1
170, -1, 416.00, 88.00, 28.00, 18.00, 0.56, -1, -1, -1
170, -1, 456.00, 98.00, 21.00, 15.00, 0.56, -1, -1, -1
170, -1, 402.00, 143.00, 34.00, 26.00, 0.71, -1, -1, -1
170, -1, 453.00, 164.00, 41.00, 30.00, 0.76, -1, -1, -1
171, -1, 416.00, 89.00, 29.00, 17.00, 0.60, -1, -1, -1
171, -1, 456.00, 99.00, 22.00, 15.00, 0.54, -1, -1, -1
171, -1, 402.00, 143.00, 33.00, 24.00, 0.66, -1, -1, -1
171, -1, 457.00, 159.00, 39.00, 28.00, 0.61, -1, -1, -1
172, -1, 418.00, 87.00, 28.00, 18.00, 0.53, -1, -1, -1
172, -1, 455.00, 90.00, 24.00, 14.00, 0.54, -1, -1, -1
172, -1, 402.00, 143.00, 32.00, 23.00, 0.63, -1, -1, -1
172, -1, 457.00, 158.00, 38.00, 28.00, 0.60, -1, -1, -1
173, -1, 418.00, 88.00, 27.00, 17.00, 0.52, -1, -1, -1
173, -1, 455.00, 90.00, 24.00, 15.00, 0.60, -1, -1, -1
173, -1, 456.00, 157.00, 37.00, 28.00, 0.61, -1, -1, -1
174, -1, 454.00, 89.00, 25.00, 16.00, 0.62, -1, -1, -1
174, -1, 455.00, 156.00, 38.00, 28.00, 0.64, -1, -1, -1
175, -1, 454.00, 89.00, 24.00, 15.00, 0.58, -1, -1, -1
175, -1, 410.00, 136.00, 29.00, 24.00, 0.50, -1, -1, -1
175, -1, 455.00, 156.00, 36.00, 25.00, 0.63, -1, -1, -1
176, -1, 454.00, 88.00, 24.00, 15.00, 0.64, -1, -1, -1
176, -1, 408.00, 135.00, 31.00, 25.00, 0.54, -1, -1, -1
176, -1, 455.00, 153.00, 37.00, 25.00, 0.63, -1, -1, -1
177, -1, 454.00, 89.00, 24.00, 15.00, 0.63, -1, -1, -1
177, -1, 407.00, 133.00, 33.00, 27.00, 0.58, -1, -1, -1
177, -1, 454.00, 149.00, 38.00, 27.00, 0.69, -1, -1, -1
178, -1, 453.00, 87.00, 25.00, 16.00, 0.65, -1, -1, -1
178, -1, 408.00, 133.00, 31.00, 25.00, 0.54, -1, -1, -1
178, -1, 454.00, 146.00, 39.00, 27.00, 0.69, -1, -1, -1
179, -1, 454.00, 87.00, 22.00, 15.00, 0.64, -1, -1, -1
179, -1, 408.00, 132.00, 32.00, 25.00, 0.53, -1, -1, -1
179, -1, 455.00, 143.00, 36.00, 27.00, 0.69, -1, -1, -1
180, -1, 453.00, 88.00, 23.00, 15.00, 0.66, -1, -1, -1
180, -1, 454.00, 141.00, 36.00, 28.00, 0.71, -1, -1, -1
181, -1, 452.00, 86.00, 25.00, 15.00, 0.67, -1, -1, -1
181, -1, 408.00, 130.00, 32.00, 23.00, 0.52, -1, -1, -1
181, -1, 454.00, 141.00, 36.00, 27.00, 0.74, -1, -1, -1
182, -1, 454.00, 87.00, 22.00, 13.00, 0.63, -1, -1, -1
182, -1, 409.00, 129.00, 31.00, 24.00, 0.52, -1, -1, -1
182, -1, 455.00, 140.00, 35.00, 27.00, 0.75, -1, -1, -1
183, -1, 453.00, 86.00, 23.00, 14.00, 0.64, -1, -1, -1
183, -1, 409.00, 127.00, 31.00, 24.00, 0.52, -1, -1, -1
183, -1, 458.00, 141.00, 33.00, 25.00, 0.68, -1, -1, -1
184, -1, 455.00, 86.00, 20.00, 13.00, 0.58, -1, -1, -1
184, -1, 411.00, 125.00, 29.00, 23.00, 0.52, -1, -1, -1
184, -1, 460.00, 138.00, 33.00, 24.00, 0.58, -1, -1, -1
185, -1, 455.00, 85.00, 19.00, 12.00, 0.58, -1, -1, -1
185, -1, 412.00, 123.00, 28.00, 23.00, 0.55, -1, -1, -1
185, -1, 458.00, 137.00, 34.00, 25.00, 0.59, -1, -1, -1
186, -1, 454.00, 85.00, 21.00, 12.00, 0.60, -1, -1, -1
186, -1, 412.00, 122.00, 29.00, 23.00, 0.53, -1, -1, -1
186, -1, 457.00, 136.00, 35.00, 26.00, 0.65, -1, -1, -1
187, -1, 455.00, 84.00, 19.00, 12.00, 0.60, -1, -1, -1
187, -1, 413.00, 120.00, 28.00, 24.00, 0.51, -1, -1, -1
187, -1, 457.00, 136.00, 35.00, 26.00, 0.65, -1, -1, -1
188, -1, 455.00, 85.00, 19.00, 12.00, 0.61, -1, -1, -1
188, -1, 413.00, 119.00, 28.00, 23.00, 0.55, -1, -1, -1
188, -1, 458.00, 134.00, 31.00, 26.00, 0.64, -1, -1, -1
189, -1, 455.00, 84.00, 19.00, 12.00, 0.58, -1, -1, -1
189, -1, 415.00, 119.00, 26.00, 23.00, 0.53, -1, -1, -1
189, -1, 457.00, 132.00, 32.00, 25.00, 0.66, -1, -1, -1
190, -1, 455.00, 85.00, 19.00, 12.00, 0.61, -1, -1, -1
190, -1, 459.00, 131.00, 30.00, 23.00, 0.60, -1, -1, -1
191, -1, 455.00, 83.00, 19.00, 12.00, 0.55, -1, -1, -1
191, -1, 459.00, 130.00, 30.00, 22.00, 0.62, -1, -1, -1
192, -1, 455.00, 84.00, 18.00, 12.00, 0.55, -1, -1, -1
192, -1, 461.00, 129.00, 28.00, 21.00, 0.53, -1, -1, -1
193, -1, 455.00, 83.00, 18.00, 12.00, 0.56, -1, -1, -1
193, -1, 414.00, 111.00, 28.00, 23.00, 0.54, -1, -1, -1
193, -1, 461.00, 125.00, 28.00, 23.00, 0.60, -1, -1, -1
194, -1, 455.00, 82.00, 18.00, 12.00, 0.60, -1, -1, -1
194, -1, 413.00, 111.00, 29.00, 23.00, 0.56, -1, -1, -1
194, -1, 460.00, 124.00, 29.00, 22.00, 0.66, -1, -1, -1
195, -1, 456.00, 81.00, 17.00, 12.00, 0.53, -1, -1, -1
195, -1, 413.00, 111.00, 28.00, 22.00, 0.61, -1, -1, -1
195, -1, 459.00, 121.00, 29.00, 23.00, 0.67, -1, -1, -1
196, -1, 456.00, 81.00, 17.00, 12.00, 0.54, -1, -1, -1
196, -1, 413.00, 110.00, 28.00, 21.00, 0.57, -1, -1, -1
196, -1, 461.00, 120.00, 28.00, 22.00, 0.67, -1, -1, -1
197, -1, 461.00, 120.00, 28.00, 21.00, 0.67, -1, -1, -1
198, -1, 415.00, 108.00, 26.00, 21.00, 0.51, -1, -1, -1
198, -1, 460.00, 119.00, 28.00, 21.00, 0.66, -1, -1, -1
199, -1, 415.00, 107.00, 26.00, 20.00, 0.51, -1, -1, -1
199, -1, 460.00, 119.00, 27.00, 20.00, 0.71, -1, -1, -1
200, -1, 414.00, 106.00, 26.00, 21.00, 0.53, -1, -1, -1
200, -1, 460.00, 119.00, 28.00, 19.00, 0.70, -1, -1, -1
201, -1, 415.00, 105.00, 26.00, 22.00, 0.55, -1, -1, -1
201, -1, 463.00, 119.00, 26.00, 19.00, 0.66, -1, -1, -1
202, -1, 413.00, 104.00, 27.00, 21.00, 0.52, -1, -1, -1
202, -1, 463.00, 118.00, 25.00, 19.00, 0.54, -1, -1, -1
203, -1, 415.00, 103.00, 26.00, 20.00, 0.53, -1, -1, -1
203, -1, 305.00, 291.00, 75.00, 90.00, 0.63, -1, -1, -1
204, -1, 415.00, 100.00, 27.00, 22.00, 0.51, -1, -1, -1
204, -1, 463.00, 115.00, 26.00, 19.00, 0.53, -1, -1, -1
205, -1, 415.00, 99.00, 27.00, 21.00, 0.54, -1, -1, -1
205, -1, 463.00, 114.00, 26.00, 19.00, 0.53, -1, -1, -1
206, -1, 415.00, 98.00, 28.00, 20.00, 0.59, -1, -1, -1
206, -1, 462.00, 114.00, 25.00, 18.00, 0.55, -1, -1, -1
207, -1, 416.00, 96.00, 27.00, 22.00, 0.53, -1, -1, -1
207, -1, 461.00, 113.00, 26.00, 17.00, 0.57, -1, -1, -1
207, -1, 326.00, 275.00, 64.00, 65.00, 0.52, -1, -1, -1
208, -1, 416.00, 96.00, 27.00, 21.00, 0.56, -1, -1, -1
208, -1, 459.00, 111.00, 28.00, 20.00, 0.62, -1, -1, -1
209, -1, 416.00, 95.00, 27.00, 21.00, 0.53, -1, -1, -1
209, -1, 459.00, 110.00, 27.00, 18.00, 0.57, -1, -1, -1
210, -1, 417.00, 95.00, 26.00, 20.00, 0.52, -1, -1, -1
210, -1, 461.00, 110.00, 24.00, 17.00, 0.54, -1, -1, -1
210, -1, 330.00, 252.00, 72.00, 62.00, 0.57, -1, -1, -1
211, -1, 417.00, 95.00, 26.00, 19.00, 0.54, -1, -1, -1
211, -1, 460.00, 108.00, 25.00, 17.00, 0.56, -1, -1, -1
